common,strat_id,psu_id,YEAR,ST,ID_CODE,WAVE,SUB_REG,MODE_FX,AREA_X,kod,sp_code,CLAIM,RELEASE,HARVEST,CLAIM_UNADJ,HARVEST_UNADJ,RELEASE_UNADJ,tot_len_a,wgt_a,tot_len_b1,wgt_b1,region,month,wp_int,fl_reg,wp_catch,tot_cat,wgt_ab1,tot_len,landing,var_id,arx_method,alt_flag,date_published
SPANISH MACKEREL,2023021237weS:8AM-8PM,2023112371583520230205,2023,12,1583520230205005,1,7,7,5,we,8850030502,0,2,0,0,0,2,0,0,0,0,3,02,1287.5384564,8,1287.5384564,2,0,0,0,2023021237weS:8AM-8PM,,0,05/05/2023
,2023021237weS:8AM-8PM,2023112371583520230205,2023,12,1583520230205006,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,3,02,749.50191782,8,749.50191782,0,0,0,0,2023021237weS:8AM-8PM,,0,05/05/2023
COMMON SNOOK,2023021237weS:8AM-8PM,2023112371583520230205,2023,12,1583520230205008,1,7,7,5,we,8835010105,0,1,0,0,0,1,0,0,0,0,3,02,1287.5384564,8,1287.5384564,1,0,0,0,2023021237weS:8AM-8PM,,0,05/05/2023
SHEEPSHEAD,2023021237weS:8AM-8PM,2023112371583520230205,2023,12,1583520230205008,1,7,7,5,we,8835430301,0,1,0,0,0,1,0,0,0,0,3,02,1287.5384564,8,1287.5384564,1,0,0,0,2023021237weS:8AM-8PM,,0,05/05/2023
RED DRUM,2023021237weS:8AM-8PM,2023112371583520230205,2023,12,1583520230205008,1,7,7,5,we,8835440901,0,1,0,0,0,1,0,0,0,0,3,02,1287.5384564,8,1287.5384564,1,0,0,0,2023021237weS:8AM-8PM,,0,05/05/2023
COMMON SNOOK,2023021237weS:8AM-8PM,2023112371583520230205,2023,12,1583520230205009,1,7,7,5,we,8835010105,0,1,0,0,0,1,0,0,0,0,3,02,1287.5384564,8,1287.5384564,1,0,0,0,2023021237weS:8AM-8PM,,0,05/05/2023
SHEEPSHEAD,2023021237weS:8AM-8PM,2023112371583520230205,2023,12,1583520230205009,1,7,7,5,we,8835430301,2.0005722441,0,0,2,0,0,713.20400503,2.2006294685,0,0,3,02,1287.5384564,8,1287.5384564,2.0005722441,2.2006294685,713.20400503,2.0005722441,2023021237weS:8AM-8PM,,0,05/05/2023
RED DRUM,2023021237weS:8AM-8PM,2023112371583520230205,2023,12,1583520230205009,1,7,7,5,we,8835440901,0,1,0,0,0,1,0,0,0,0,3,02,1287.5384564,8,1287.5384564,1,0,0,0,2023021237weS:8AM-8PM,,0,05/05/2023
SHEEPSHEAD,2023021237weS:8AM-8PM,2023112371583520230205,2023,12,1583520230205010,1,7,7,5,we,8835430301,0,1,0,0,0,1,0,0,0,0,3,02,749.50191782,8,749.50191782,1,0,0,0,2023021237weS:8AM-8PM,,0,05/05/2023
,2023021237weS:8AM-8PM,2023112371583520230205,2023,12,1583520230205011,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,3,02,749.50191782,8,749.50191782,0,0,0,0,2023021237weS:8AM-8PM,,0,05/05/2023
,2023021237weS:8AM-8PM,2023112371583520230205,2023,12,1583520230205012,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,3,02,1732.7523546,8,1732.7523546,0,0,0,0,2023021237weS:8AM-8PM,,0,05/05/2023
,2023021237weS:8AM-8PM,2023112371583520230205,2023,12,1583520230205013,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,3,02,1732.7523546,8,1732.7523546,0,0,0,0,2023021237weS:8AM-8PM,,0,05/05/2023
,2023021237weS:8AM-8PM,2023112371583520230205,2023,12,1583520230205014,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,3,02,1732.7523546,8,1732.7523546,0,0,0,0,2023021237weS:8AM-8PM,,0,05/05/2023
,2023021237weS:8AM-8PM,2023112371583520230205,2023,12,1583520230205015,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,3,02,1352.4306107,8,1352.4306107,0,0,0,0,2023021237weS:8AM-8PM,,0,05/05/2023
,2023021237weS:8AM-8PM,2023112371583520230205,2023,12,1583520230205025,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,3,02,1922.9132265,8,1922.9132265,0,0,0,0,2023021237weS:8AM-8PM,,0,05/05/2023
,2023021237weS:8AM-8PM,2023112371583520230205,2023,12,1583520230205026,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,3,02,1922.9132265,8,1922.9132265,0,0,0,0,2023021237weS:8AM-8PM,,0,05/05/2023
,2023021237weS:8AM-8PM,2023112371583520230205,2023,12,1583520230205028,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,3,02,1352.4306107,8,1352.4306107,0,0,0,0,2023021237weS:8AM-8PM,,0,05/05/2023
SHEEPSHEAD,2023021237weS:8AM-8PM,2023112371583520230205,2023,12,1583520230205029,1,7,7,5,we,8835430301,0,3,0,0,0,3,0,0,0,0,3,02,1352.4306107,8,1352.4306107,3,0,0,0,2023021237weS:8AM-8PM,,0,05/05/2023
,2023021237weS:8AM-8PM,2023112371583520230205,2023,12,1583520230205030,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,3,02,1352.4306107,8,1352.4306107,0,0,0,0,2023021237weS:8AM-8PM,,0,05/05/2023
CREVALLE JACK,2023021237weS:8AM-8PM,2023112371583520230205,2023,12,1583520230205031,1,7,7,5,we,8835280303,0,1,0,0,0,1,0,0,0,0,3,02,2493.3958422,8,2493.3958422,1,0,0,0,2023021237weS:8AM-8PM,,0,05/05/2023
GRAY SNAPPER,2023021237weS:8AM-8PM,2023112371583520230205,2023,12,1583520230205031,1,7,7,5,we,8835360102,0,2,0,0,0,2,0,0,0,0,3,02,2493.3958422,8,2493.3958422,2,0,0,0,2023021237weS:8AM-8PM,,0,05/05/2023
SHEEPSHEAD,2023021237weS:8AM-8PM,2023112371583520230205,2023,12,1583520230205031,1,7,7,5,we,8835430301,0,1,0,0,0,1,0,0,0,0,3,02,2493.3958422,8,2493.3958422,1,0,0,0,2023021237weS:8AM-8PM,,0,05/05/2023
,2023021237weS:8AM-8PM,2023112371583520230205,2023,12,1583520230205032,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,3,02,2493.3958422,8,2493.3958422,0,0,0,0,2023021237weS:8AM-8PM,,0,05/05/2023
,2023021237weS:8AM-8PM,2023112371583520230205,2023,12,1583520230205033,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,3,02,1352.4306107,8,1352.4306107,0,0,0,0,2023021237weS:8AM-8PM,,0,05/05/2023
,2023021237weS:8AM-8PM,2023112371583520230205,2023,12,1583520230205034,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,3,02,1352.4306107,8,1352.4306107,0,0,0,0,2023021237weS:8AM-8PM,,0,05/05/2023
,2023021237weS:8AM-8PM,2023112371583520230205,2023,12,1583520230205035,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,3,02,1352.4306107,8,1352.4306107,0,0,0,0,2023021237weS:8AM-8PM,,0,05/05/2023
,2023011217wdS:8AM-8PM,2023112171585220230105,2023,12,1585220230105001,1,7,7,5,wd,,0,0,0,0,0,0,0,0,0,0,1,01,4984.6623053,8,4984.6623053,0,0,0,0,2023011217wdS:8AM-8PM,,0,05/05/2023
RED DRUM,2023011217wdS:8AM-8PM,2023112171585220230105,2023,12,1585220230105003,1,7,7,5,wd,8835440901,0,1,0,0,0,1,0,0,0,0,1,01,5723.4123459,8,5723.4123459,1,0,0,0,2023011217wdS:8AM-8PM,,0,05/05/2023
,2023011217weS:8AM-8PM,2023112171585220230115,2023,12,1585220230115004,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,1,01,4003.8986618,8,4003.8986618,0,0,0,0,2023011217weS:8AM-8PM,,0,05/05/2023
,2023011217weS:8AM-8PM,2023112171585220230115,2023,12,1585220230115005,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,1,01,4003.8986618,8,4003.8986618,0,0,0,0,2023011217weS:8AM-8PM,,0,05/05/2023
,2023021217weS:8AM-8PM,2023112171585220230218,2023,12,1585220230218001,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,1,02,1576.2922345,8,1576.2922345,0,0,0,0,2023021217weS:8AM-8PM,,0,05/05/2023
,2023021217weS:8AM-8PM,2023112171585220230218,2023,12,1585220230218002,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,1,02,1576.2922345,8,1576.2922345,0,0,0,0,2023021217weS:8AM-8PM,,0,05/05/2023
,2023021217weS:8AM-8PM,2023112171585220230218,2023,12,1585220230218003,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,1,02,1576.2922345,8,1576.2922345,0,0,0,0,2023021217weS:8AM-8PM,,0,05/05/2023
,2023021217weS:8AM-8PM,2023112171585220230218,2023,12,1585220230218004,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,1,02,1576.2922345,8,1576.2922345,0,0,0,0,2023021217weS:8AM-8PM,,0,05/05/2023
SHEEPSHEAD,2023021217wdS:8AM-8PM,2023112171585220230223,2023,12,1585220230223001,1,7,7,5,wd,8835430301,6.0012762614,0,0,6,0,0,2508.5334773,11.242390863,0,0,1,02,4667.0283437,8,4667.0283437,6.0012762614,11.242390863,2508.5334773,6.0012762614,2023021217wdS:8AM-8PM,,0,05/05/2023
BLACK DRUM,2023021217wdS:8AM-8PM,2023112171585220230223,2023,12,1585220230223001,1,7,7,5,wd,8835440801,2.0004254205,0,0,2,0,0,1175.2499345,7.2215357679,0,0,1,02,4667.0283437,8,4667.0283437,2.0004254205,7.2215357679,1175.2499345,2.0004254205,2023021217wdS:8AM-8PM,,0,05/05/2023
,2023021217weS:8AM-8PM,2023112171585220230224,2023,12,1585220230224001,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,1,02,4105.0326885,8,4105.0326885,0,0,0,0,2023021217weS:8AM-8PM,,0,05/05/2023
SAND SEATROUT,2023021217weS:8AM-8PM,2023112171585220230224,2023,12,1585220230224006,1,7,7,5,we,8835440106,0,3,0,0,0,3,0,0,0,0,1,02,2963.2870473,8,2963.2870473,3,0,0,0,2023021217weS:8AM-8PM,,0,05/05/2023
PINFISH,2023021217weS:8AM-8PM,2023112171585220230224,2023,12,1585220230224007,1,7,7,5,we,8835430201,0,2,0,0,0,2,0,0,0,0,1,02,2963.2870473,8,2963.2870473,2,0,0,0,2023021217weS:8AM-8PM,,0,05/05/2023
ATLANTIC SPADEFISH,2023021217weS:8AM-8PM,2023112171585220230224,2023,12,1585220230224007,1,7,7,5,we,8835520101,3.0008583662,0,0,3,0,0,792.22660868,1.9805665217,0,0,1,02,2963.2870473,8,2963.2870473,3.0008583662,1.9805665217,792.22660868,3.0008583662,2023021217weS:8AM-8PM,,0,05/05/2023
,2023021217weS:8AM-8PM,2023112171585220230224,2023,12,1585220230224008,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,1,02,2963.2870473,8,2963.2870473,0,0,0,0,2023021217weS:8AM-8PM,,0,05/05/2023
RED DRUM,2023011217weS:8AM-8PM,2023112171587420230114,2023,12,1587420230114001,1,7,7,5,we,8835440901,1.0002861221,0,0,1,0,0,621.1776818,2.9608469213,0,0,1,01,494.02732035,8,494.02732035,1.0002861221,2.9608469213,621.1776818,1.0002861221,2023011217weS:8AM-8PM,,0,05/05/2023
,2023011217weS:8AM-8PM,2023112171587420230114,2023,12,1587420230114002,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,1,01,494.02732035,8,494.02732035,0,0,0,0,2023011217weS:8AM-8PM,,0,05/05/2023
HARDHEAD CATFISH,2023011217weS:8AM-8PM,2023112171587420230128,2023,12,1587420230128001,1,7,7,5,we,8777180202,0,1,0,0,0,1,0,0,0,0,1,01,332.1489554,8,332.1489554,1,0,0,0,2023011217weS:8AM-8PM,,0,05/05/2023
RED DRUM,2023011217weS:8AM-8PM,2023112171587420230128,2023,12,1587420230128001,1,7,7,5,we,8835440901,0,1,0,0,0,1,0,0,0,0,1,01,332.1489554,8,332.1489554,1,0,0,0,2023011217weS:8AM-8PM,,0,05/05/2023
HARDHEAD CATFISH,2023011217weS:8AM-8PM,2023112171587420230128,2023,12,1587420230128002,1,7,7,5,we,8777180202,0,1,0,0,0,1,0,0,0,0,1,01,332.1489554,8,332.1489554,1,0,0,0,2023011217weS:8AM-8PM,,0,05/05/2023
GAFFTOPSAIL CATFISH,2023011217weS:8AM-8PM,2023112171587420230128,2023,12,1587420230128003,1,7,7,5,we,8777180101,0,1,0,0,0,1,0,0,0,0,1,01,332.1489554,8,332.1489554,1,0,0,0,2023011217weS:8AM-8PM,,0,05/05/2023
,2023011217weS:8AM-8PM,2023112171587420230128,2023,12,1587420230128004,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,1,01,332.1489554,8,332.1489554,0,0,0,0,2023011217weS:8AM-8PM,,0,05/05/2023
RED DRUM,2023011217weS:8AM-8PM,2023112171587420230128,2023,12,1587420230128005,1,7,7,5,we,8835440901,0,1,0,0,0,1,0,0,0,0,1,01,332.1489554,8,332.1489554,1,0,0,0,2023011217weS:8AM-8PM,,0,05/05/2023
SPOTTED SEATROUT,2023011217weS:8AM-8PM,2023112171587420230128,2023,12,1587420230128006,1,7,7,5,we,8835440102,0,5,0,0,0,5,0,0,0,0,1,01,841.38345823,8,841.38345823,5,0,0,0,2023011217weS:8AM-8PM,,0,05/05/2023
LARGEMOUTH BASS,2023011217weS:8AM-8PM,2023112171587420230128,2023,12,1587420230128007,1,7,7,5,we,8835160602,0,1,0,0,0,1,0,0,0,0,1,01,526.42441873,8,526.42441873,1,0,0,0,2023011217weS:8AM-8PM,,0,05/05/2023
LARGEMOUTH BASS,2023011217weS:8AM-8PM,2023112171587420230128,2023,12,1587420230128008,1,7,7,5,we,8835160602,0,2,0,0,0,2,0,0,0,0,1,01,526.42441873,8,526.42441873,2,0,0,0,2023011217weS:8AM-8PM,,0,05/05/2023
SEA CATFISH FAMILY,2023011217weS:8AM-8PM,2023112171587420230128,2023,12,1587420230128009,1,7,7,5,we,8777180000,0,1,0,0,0,1,0,0,0,0,1,01,526.42441873,8,526.42441873,1,0,0,0,2023011217weS:8AM-8PM,,0,05/05/2023
,2023011217weS:8AM-8PM,2023112171587420230128,2023,12,1587420230128010,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,1,01,526.42441873,8,526.42441873,0,0,0,0,2023011217weS:8AM-8PM,,0,05/05/2023
,2023011217weS:8AM-8PM,2023112171587420230128,2023,12,1587420230128011,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,1,01,526.42441873,8,526.42441873,0,0,0,0,2023011217weS:8AM-8PM,,0,05/05/2023
STINGRAY FAMILY,2023011217weS:8AM-8PM,2023112171587420230128,2023,12,1587420230128012,1,7,7,5,we,8713050000,0,1,0,0,0,1,0,0,0,0,1,01,526.42441873,8,526.42441873,1,0,0,0,2023011217weS:8AM-8PM,,0,05/05/2023
SPOTTED SEATROUT,2023021227weS:8AM-8PM,2023112271587420230219,2023,12,1587420230219010,1,7,7,5,we,8835440102,0,7,0,0,0,7,0,0,0,0,2,02,1658.0428251,8,1658.0428251,7,0,0,0,2023021227weS:8AM-8PM,,0,05/05/2023
SHEEPSHEAD,2023021227weS:8AM-8PM,2023112271587420230219,2023,12,1587420230219011,1,7,7,5,we,8835430301,1.0002861221,0,0,1,0,0,394.11273209,1.5604463504,0,0,2,02,1658.0428251,8,1658.0428251,1.0002861221,1.5604463504,394.11273209,1.0002861221,2023021227weS:8AM-8PM,,0,05/05/2023
SPOTTED SEATROUT,2023021227weS:8AM-8PM,2023112271587420230219,2023,12,1587420230219011,1,7,7,5,we,8835440102,0,8,0,0,0,8,0,0,0,0,2,02,1658.0428251,8,1658.0428251,8,0,0,0,2023021227weS:8AM-8PM,,0,05/05/2023
SHEEPSHEAD,2023021227weS:8AM-8PM,2023112271587420230219,2023,12,1587420230219016,1,7,7,5,we,8835430301,0,3,0,0,0,3,0,0,0,0,2,02,1658.0428251,8,1658.0428251,3,0,0,0,2023021227weS:8AM-8PM,,0,05/05/2023
,2023021227weS:8AM-8PM,2023112271587420230219,2023,12,1587420230219017,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,2,02,1658.0428251,8,1658.0428251,0,0,0,0,2023021227weS:8AM-8PM,,0,05/05/2023
,2023011227weS:8AM-8PM,2023112271589220230101,2023,12,1589220230101001,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,2,01,7509.4704513,8,7509.4704513,0,0,0,0,2023011227weS:8AM-8PM,,0,05/05/2023
,2023011227weS:8AM-8PM,2023112271589220230101,2023,12,1589220230101004,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,2,01,5372.4077644,8,5372.4077644,0,0,0,0,2023011227weS:8AM-8PM,,0,05/05/2023
LADYFISH,2023011227weS:8AM-8PM,2023112271589220230101,2023,12,1589220230101005,1,7,7,5,we,8738010101,0,0,1,0,1,0,0,0,410,0.5,2,01,5372.4077644,8,5372.4077644,1,0.5,410,1,2023011227weS:8AM-8PM,,0,05/05/2023
RED DRUM,2023011227weS:8AM-8PM,2023112271589220230101,2023,12,1589220230101005,1,7,7,5,we,8835440901,0,1,0,0,0,1,0,0,0,0,2,01,5372.4077644,8,5372.4077644,1,0,0,0,2023011227weS:8AM-8PM,,0,05/05/2023
LADYFISH,2023011227weS:8AM-8PM,2023112271589220230101,2023,12,1589220230101008,1,7,7,5,we,8738010101,0,1,0,0,0,1,0,0,0,0,2,01,1588.4124477,8,1588.4124477,1,0,0,0,2023011227weS:8AM-8PM,,0,05/05/2023
,2023011227weS:8AM-8PM,2023112271589220230101,2023,12,1589220230101009,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,2,01,1588.4124477,8,1588.4124477,0,0,0,0,2023011227weS:8AM-8PM,,0,05/05/2023
,2023011227weS:8AM-8PM,2023112271589220230101,2023,12,1589220230101010,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,2,01,1588.4124477,8,1588.4124477,0,0,0,0,2023011227weS:8AM-8PM,,0,05/05/2023
,2023011227weS:8AM-8PM,2023112271589220230101,2023,12,1589220230101011,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,2,01,1760.5308312,8,1760.5308312,0,0,0,0,2023011227weS:8AM-8PM,,0,05/05/2023
,2023011227weS:8AM-8PM,2023112271589220230101,2023,12,1589220230101012,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,2,01,1760.5308312,8,1760.5308312,0,0,0,0,2023011227weS:8AM-8PM,,0,05/05/2023
GRAY SNAPPER,2023011227weS:8AM-8PM,2023112271589220230101,2023,12,1589220230101015,1,7,7,5,we,8835360102,0,15,0,0,0,15,0,0,0,0,2,01,2276.8859819,8,2276.8859819,15,0,0,0,2023011227weS:8AM-8PM,,0,05/05/2023
RED DRUM,2023011227weS:8AM-8PM,2023112271589220230101,2023,12,1589220230101015,1,7,7,5,we,8835440901,0,3,0,0,0,3,0,0,0,0,2,01,2276.8859819,8,2276.8859819,3,0,0,0,2023011227weS:8AM-8PM,,0,05/05/2023
LADYFISH,2023011227weS:8AM-8PM,2023112271589220230101,2023,12,1589220230101018,1,7,7,5,we,8738010101,0,50,0,0,0,50,0,0,0,0,2,01,1244.1756806,8,1244.1756806,50,0,0,0,2023011227weS:8AM-8PM,,0,05/05/2023
GRAY SNAPPER,2023011227weS:8AM-8PM,2023112271589220230101,2023,12,1589220230101018,1,7,7,5,we,8835360102,0,8,0,0,0,8,0,0,0,0,2,01,1244.1756806,8,1244.1756806,8,0,0,0,2023011227weS:8AM-8PM,,0,05/05/2023
SPOTTED SEATROUT,2023011227weS:8AM-8PM,2023112271589220230101,2023,12,1589220230101018,1,7,7,5,we,8835440102,0,2,0,0,0,2,0,0,0,0,2,01,1244.1756806,8,1244.1756806,2,0,0,0,2023011227weS:8AM-8PM,,0,05/05/2023
GRAY SNAPPER,2023011227weS:8AM-8PM,2023112271589220230101,2023,12,1589220230101019,1,7,7,5,we,8835360102,0,4,0,0,0,4,0,0,0,0,2,01,1244.1756806,8,1244.1756806,4,0,0,0,2023011227weS:8AM-8PM,,0,05/05/2023
SPOTTED SEATROUT,2023011227weS:8AM-8PM,2023112271589220230101,2023,12,1589220230101019,1,7,7,5,we,8835440102,0,1,0,0,0,1,0,0,0,0,2,01,1244.1756806,8,1244.1756806,1,0,0,0,2023011227weS:8AM-8PM,,0,05/05/2023
GRAY SNAPPER,2023011227weS:8AM-8PM,2023112271589220230101,2023,12,1589220230101020,1,7,7,5,we,8835360102,0,3,0,0,0,3,0,0,0,0,2,01,1244.1756806,8,1244.1756806,3,0,0,0,2023011227weS:8AM-8PM,,0,05/05/2023
RED DRUM,2023011227weS:8AM-8PM,2023112271589220230101,2023,12,1589220230101020,1,7,7,5,we,8835440901,0,1,0,0,0,1,0,0,0,0,2,01,1244.1756806,8,1244.1756806,1,0,0,0,2023011227weS:8AM-8PM,,0,05/05/2023
GRAY SNAPPER,2023011227weS:8AM-8PM,2023112271589220230101,2023,12,1589220230101021,1,7,7,5,we,8835360102,0,5,0,0,0,5,0,0,0,0,2,01,1244.1756806,8,1244.1756806,5,0,0,0,2023011227weS:8AM-8PM,,0,05/05/2023
GRAY SNAPPER,2023011227weS:8AM-8PM,2023112271589220230101,2023,12,1589220230101022,1,7,7,5,we,8835360102,0,12,0,0,0,12,0,0,0,0,2,01,1244.1756806,8,1244.1756806,12,0,0,0,2023011227weS:8AM-8PM,,0,05/05/2023
RED DRUM,2023011227weS:8AM-8PM,2023112271589220230101,2023,12,1589220230101022,1,7,7,5,we,8835440901,0,2,0,0,0,2,0,0,0,0,2,01,1244.1756806,8,1244.1756806,2,0,0,0,2023011227weS:8AM-8PM,,0,05/05/2023
,2023011227wdS:8AM-8PM,2023112271589220230103,2023,12,1589220230103001,1,7,7,5,wd,,0,0,0,0,0,0,0,0,0,0,2,01,6962.1622519,8,6962.1622519,0,0,0,0,2023011227wdS:8AM-8PM,,0,05/05/2023
SPOTTED SEATROUT,2023011227wdS:8AM-8PM,2023112271589220230103,2023,12,1589220230103002,1,7,7,5,wd,8835440102,0,4,0,0,0,4,0,0,0,0,2,01,6962.1622519,8,6962.1622519,4,0,0,0,2023011227wdS:8AM-8PM,,0,05/05/2023
LARGEMOUTH BASS,2023011227weS:8AM-8PM,2023112271589220230108,2023,12,1589220230108001,1,7,7,5,we,8835160602,0,5,0,0,0,5,0,0,0,0,2,01,7509.4704513,8,7509.4704513,5,0,0,0,2023011227weS:8AM-8PM,,0,05/05/2023
RED DRUM,2023011227weS:8AM-8PM,2023112271589220230108,2023,12,1589220230108001,1,7,7,5,we,8835440901,0,1,0,0,0,1,0,0,0,0,2,01,7509.4704513,8,7509.4704513,1,0,0,0,2023011227weS:8AM-8PM,,0,05/05/2023
SPOTTED SEATROUT,2023011227weS:8AM-8PM,2023112271589220230108,2023,12,1589220230108002,1,7,7,5,we,8835440102,0,5,0,0,0,5,0,0,0,0,2,01,7509.4704513,8,7509.4704513,5,0,0,0,2023011227weS:8AM-8PM,,0,05/05/2023
SPOTTED SEATROUT,2023011227weS:8AM-8PM,2023112271589220230108,2023,12,1589220230108006,1,7,7,5,we,8835440102,3.0008583662,3,0,3,0,3,1140.3261792,1.4204062933,0,0,2,01,7375.9811538,8,7375.9811538,6.0008583662,1.4204062933,1140.3261792,3.0008583662,2023011227weS:8AM-8PM,,0,05/05/2023
BLACK DRUM,2023011227weS:8AM-8PM,2023112271589220230108,2023,12,1589220230108006,1,7,7,5,we,8835440801,0,1,0,0,0,1,0,0,0,0,2,01,7375.9811538,8,7375.9811538,1,0,0,0,2023011227weS:8AM-8PM,,0,05/05/2023
GRAY SNAPPER,2023011227weS:8AM-8PM,2023112271589220230108,2023,12,1589220230108007,1,7,7,5,we,8835360102,0,1,0,0,0,1,0,0,0,0,2,01,7375.9811538,8,7375.9811538,1,0,0,0,2023011227weS:8AM-8PM,,0,05/05/2023
SPOTTED SEATROUT,2023011227weS:8AM-8PM,2023112271589220230108,2023,12,1589220230108007,1,7,7,5,we,8835440102,0,2,0,0,0,2,0,0,0,0,2,01,7375.9811538,8,7375.9811538,2,0,0,0,2023011227weS:8AM-8PM,,0,05/05/2023
LADYFISH,2023011227weS:8AM-8PM,2023112271589220230108,2023,12,1589220230108008,1,7,7,5,we,8738010101,0,4,0,0,0,4,0,0,0,0,2,01,7375.9811538,8,7375.9811538,4,0,0,0,2023011227weS:8AM-8PM,,0,05/05/2023
SPOTTED SEATROUT,2023011227weS:8AM-8PM,2023112271589220230108,2023,12,1589220230108008,1,7,7,5,we,8835440102,0,1,0,0,0,1,0,0,0,0,2,01,7375.9811538,8,7375.9811538,1,0,0,0,2023011227weS:8AM-8PM,,0,05/05/2023
RED DRUM,2023011227weS:8AM-8PM,2023112271589220230108,2023,12,1589220230108008,1,7,7,5,we,8835440901,0,1,0,0,0,1,0,0,0,0,2,01,7375.9811538,8,7375.9811538,1,0,0,0,2023011227weS:8AM-8PM,,0,05/05/2023
SPOTTED SEATROUT,2023011227weS:8AM-8PM,2023112271589220230129,2023,12,1589220230129003,1,7,7,5,we,8835440102,0,1,0,0,0,1,0,0,0,0,2,01,6245.0086657,8,6245.0086657,1,0,0,0,2023011227weS:8AM-8PM,,0,05/05/2023
SPOTTED SEATROUT,2023011227weS:8AM-8PM,2023112271589220230129,2023,12,1589220230129004,1,7,7,5,we,8835440102,0,1,0,0,0,1,0,0,0,0,2,01,6245.0086657,8,6245.0086657,1,0,0,0,2023011227weS:8AM-8PM,,0,05/05/2023
SPOTTED SEATROUT,2023011227weS:8AM-8PM,2023112271589220230129,2023,12,1589220230129005,1,7,7,5,we,8835440102,0,1,0,0,0,1,0,0,0,0,2,01,6245.0086657,8,6245.0086657,1,0,0,0,2023011227weS:8AM-8PM,,0,05/05/2023
RED DRUM,2023011227weS:8AM-8PM,2023112271589220230129,2023,12,1589220230129005,1,7,7,5,we,8835440901,1.0002861221,5,0,1,0,5,510.14592225,1.6404692402,0,0,2,01,6245.0086657,8,6245.0086657,6.0002861221,1.6404692402,510.14592225,1.0002861221,2023011227weS:8AM-8PM,,0,05/05/2023
,2023021227weS:8AM-8PM,2023112271589220230220,2023,12,1589220230220001,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,2,02,1678.7669934,8,1678.7669934,0,0,0,0,2023021227weS:8AM-8PM,,0,05/05/2023
,2023021227weS:8AM-8PM,2023112271589220230220,2023,12,1589220230220002,1,7,7,5,we,,0,0,0,0,0,0,0,0,0,0,2,02,1678.7669934,8,1678.7669934,0,0,0,0,2023021227weS:8AM-8PM,,0,05/05/2023
RED DRUM,2023021227weS:8AM-8PM,2023112271589220230220,2023,12,1589220230220003,1,7,7,5,we,8835440901,1.0002861221,0,0,1,0,0,540.15450592,1.6204635177,0,0,2,02,1189.6664554,8,1189.6664554,1.0002861221,1.6204635177,540.15450592,1.0002861221,2023021227weS:8AM-8PM,,0,05/05/2023
RED DRUM,2023021227weS:8AM-8PM,2023112271589220230220,2023,12,1589220230220004,1,7,7,5,we,8835440901,1.0002861221,0,0,1,0,0,515.14735286,1.4804234607,0,0,2,02,1189.6664554,8,1189.6664554,1.0002861221,1.4804234607,515.14735286,1.0002861221,2023021227weS:8AM-8PM,,0,05/05/2023
UNIDENTIFIED FISH,2023021227weS:8AM-8PM,2023112271589220230220,2023,12,1589220230220005,1,7,7,5,we,1000000000,0,2,0,0,0,2,0,0,0,0,2,02,2114.3984651,8,2114.3984651,2,0,0,0,2023021227weS:8AM-8PM,,0,05/05/2023
