prim2_common,prim1_common,strat_id,psu_id,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,MODE_ASG,NUM_TYP9,ASG_CODE,month,kod,new_list,PRT_CODE,CELLTYPE,fshinsp_a,num_fish_a,fl_reg,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,ZIP,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,date_published
,,200367228712we,152222003122775122,0,4,5,,1,2,75,51,Y,4,20,1,5,1522220031227003,122,8,7,2,3,0,0,,2,7,22,22,7,1,6,2003,,,1522220031227,12,we,,1522220031227003,1,12,0,8,1,,JEFFERSON,20JAN200409:16,8,2,1,,,,0,0,1,8,2,1228,70056,1236.0909674,200367228712we,,0,1522220031227003,05/04/2021
,,200367228712we,152222003122775122,0,4,5,,3,0,75,51,Y,4,20,2,5,1522220031227004,122,8,7,2,0,1,1,,2,7,22,22,7,1,6,2003,,,1522220031227,12,we,,1522220031227003,1,,,8,1,,JEFFERSON,20JAN200409:16,8,8,1,,,,0,0,1,8,8,1233,70056,1236.0909674,200367228712we,,0,1522220031227003,05/04/2021
SPOTTED SEATROUT,RED DRUM,200367228712we,152222003122775122,0,4,5,,1,2,75,51,Y,3,40,1,6,1522220031227005,122,8,7,1,1,0,0,,2,7,22,22,7,1,6,2003,,,1522220031227,12,we,,1522220031227005,1,,,8,2,,JEFFERSON,20JAN200409:16,8,2,1,,,,8835440901,8835440102,1,8,2,1311,70056,1236.0909674,200367228712we,,0,1522220031227005,05/04/2021
,,200367228712we,152222003122775122,,4,5,,3,0,75,71,Y,3,8,2,6,1522220031227006,122,8,7,0,0,1,1,,2,7,22,22,7,1,6,2003,,,1522220031227,12,we,,1522220031227005,,,,8,2,,ORLEANS,20JAN200409:16,8,8,1,,,,0,0,1,8,8,1316,70125,1236.0909674,200367228712we,,0,1522220031227005,05/04/2021
,,200367228712we,152222003122775122,0,4,5,,1,2,75,51,Y,8,52,1,5.5,1522220031227007,122,8,7,1,2,0,0,,2,7,22,22,7,1,6,2003,,,1522220031227,12,we,,1522220031227007,1,,,8,2,,JEFFERSON,20JAN200409:16,8,2,1,,,,0,0,1,8,2,1335,70056,1236.0909674,200367228712we,,0,1522220031227007,05/04/2021
SPOTTED SEATROUT,RED DRUM,200367228712we,152222003122775122,0,4,5,,1,1,75,51,Y,2,12,1,4,1522220031227008,122,8,7,0,1,0,0,,2,7,22,22,7,1,6,2003,,,1522220031227,12,we,,1522220031227008,1,1,0,8,1,,JEFFERSON,20JAN200409:16,8,1,1,,,,8835440901,8835440102,1,8,8,1346,70058,1236.0909674,200367228712we,,0,1522220031227008,05/04/2021
,RED DRUM,200367228712we,152222003122775122,0,4,5,,2,1,75,51,Y,6,30,8,7,1522220031227009,122,8,7,2,0,0,0,,1,7,22,22,7,1,6,2003,,,1522220031227,12,we,,1522220031227009,1,,,8,1,,JEFFERSON,20JAN200409:16,8,8,1,,,,8835440901,0,1,8,8,1422,70065,1236.0909674,200367228712we,,0,1522220031227009,05/04/2021
RED DRUM,SPOTTED SEATROUT,200367228712we,152222003122775122,,4,5,,2,1,75,51,Y,3,21,8,5,1522220031227010,122,8,7,0,0,0,0,,1,7,22,22,7,1,6,2003,,,1522220031227,12,we,,1522220031227010,,,,8,1,,JEFFERSON,20JAN200409:16,8,8,1,,,,8835440102,8835440901,1,8,8,1430,70003,1236.0909674,200367228712we,,0,1522220031227010,05/04/2021
,RED DRUM,200367228711we,152332003110151141,0,4,5,,1,1,51,57,Y,1,1,1,3,1523320031101001,141,8,7,0,1,0,0,,4,7,22,22,7,1,6,2003,,,1523320031101,11,we,,1523320031101001,1,1,0,8,2,,LAFOURCHE,20JAN200409:16,8,1,1,,,,8835440901,0,1,8,8,1227,70345,1236.0909674,200367228711we,,0,1523320031101001,05/04/2021
,RED DRUM,200367228711we,152332003110151141,,4,5,,2,1,51,57,Y,0,4,2,3,1523320031101002,141,8,7,0,0,0,1,,4,7,22,22,7,1,6,2003,,,1523320031101,11,we,,1523320031101001,,,,8,1,,LAFOURCHE,20JAN200409:16,8,8,1,,,,8835440901,0,1,8,8,1232,70373,1236.0909674,200367228711we,,0,1523320031101002,05/04/2021
,RED DRUM,200367228711we,152332003110151141,,4,5,,2,1,51,57,Y,0,1,2,3,1523320031101003,141,8,7,0,0,0,1,,4,7,22,22,7,1,6,2003,,,1523320031101,11,we,,1523320031101001,,,,8,1,,LAFOURCHE,20JAN200409:16,8,8,1,,,,8835440901,0,1,8,8,1237,70345,1236.0909674,200367228711we,,0,1523320031101003,05/04/2021
,RED DRUM,200367228711we,152332003110151141,,4,5,,2,1,51,57,Y,25,100,2,3,1523320031101004,141,8,7,0,0,0,1,,4,7,22,22,7,1,6,2003,,,1523320031101,11,we,,1523320031101001,,,,8,1,,LAFOURCHE,20JAN200409:16,8,8,1,,,,8835440901,0,1,8,8,1241,70345,1236.0909674,200367228711we,,0,1523320031101004,05/04/2021
,RED DRUM,200367228711we,152332003110151141,0,4,5,,2,1,51,63,N,10,20,1,3.5,1523320031101007,141,8,7,1,0,0,0,,2,7,22,22,7,1,6,2003,,,1523320031101,11,we,,1523320031101007,1,,,8,1,,,20JAN200409:16,8,8,1,,,,8835440901,0,1,8,8,1346,70744,1194.1213366,200367228711we,,0,1523320031101007,05/04/2021
,RED DRUM,200367228711we,152332003110151141,0,4,5,,2,1,51,63,N,10,20,2,3.5,1523320031101008,141,8,7,2,0,0,1,,2,7,22,22,7,1,6,2003,,,1523320031101,11,we,,1523320031101007,1,,,8,1,,,20JAN200409:16,8,8,1,,,,8835440901,0,1,8,8,1350,70744,1194.1213366,200367228711we,,0,1523320031101008,05/04/2021
,,200367228711we,152332003110151141,0,4,5,,1,1,51,33,N,1,2,1,5,1523320031101009,141,8,7,1,1,0,0,,2,7,22,22,7,1,6,2003,,,1523320031101,11,we,,1523320031101009,1,,,8,1,,,20JAN200409:16,8,2,1,,,,0,0,1,8,1,1412,70817,1194.1213366,200367228711we,,0,1523320031101009,05/04/2021
,RED DRUM,200367228711we,152332003110151141,0,4,5,,1,1,51,33,N,3,25,2,5,1523320031101010,141,8,7,1,1,0,1,,2,7,22,22,7,1,6,2003,,,1523320031101,11,we,,1523320031101009,1,,,8,1,,,20JAN200409:16,8,2,1,,,,8835440901,0,1,8,1,1417,70809,1194.1213366,200367228711we,,0,1523320031101010,05/04/2021
SPOTTED SEATROUT,RED DRUM,200367228711we,152332003110151141,0,4,5,,1,3,51,55,Y,15,15,1,6,1523320031101011,141,8,7,3,17,0,0,,3,7,22,22,7,1,6,2003,,,1523320031101,11,we,,1523320031101011,1,,,8,1,,LAFAYETTE,20JAN200409:16,8,2,1,,,,8835440901,8835440102,1,8,2,1500,70503,1236.0909674,200367228711we,,0,1523320031101011,05/04/2021
SPOTTED SEATROUT,RED DRUM,200367228711we,152332003110151141,0,4,5,,3,0,51,55,Y,20,30,2,6,1523320031101012,141,8,7,2,0,1,1,,3,7,22,22,7,1,6,2003,,,1523320031101,11,we,,1523320031101011,1,,,8,1,,LAFAYETTE,20JAN200409:16,8,8,1,,,,8835440901,8835440102,1,8,8,1505,70503,1236.0909674,200367228711we,,0,1523320031101011,05/04/2021
SPOTTED SEATROUT,RED DRUM,200367228711we,152332003110151141,0,4,5,,3,0,51,17,N,15,15,2,6,1523320031101013,141,8,7,2,0,1,1,,3,7,22,22,7,1,6,2003,,,1523320031101,11,we,,1523320031101011,1,,,8,1,,,20JAN200409:16,8,8,1,,,,8835440901,8835440102,1,8,8,1510,71105,1194.1213366,200367228711we,,0,1523320031101011,05/04/2021
RED DRUM,SPOTTED SEATROUT,200367228711we,152332003110151141,,4,5,,2,1,51,55,Y,3,24,1,2,1523320031101014,141,8,7,0,0,0,0,,2,7,22,22,7,1,6,2003,,,1523320031101,11,we,,1523320031101014,,,,8,1,,LAFAYETTE,20JAN200409:16,8,8,1,,,,8835440102,8835440901,1,8,8,1603,70501,1236.0909674,200367228711we,,0,1523320031101014,05/04/2021
RED DRUM,SPOTTED SEATROUT,200367228711we,152332003110151141,0,4,5,,2,1,51,55,Y,1,4,2,2,1523320031101015,141,8,7,1,0,0,1,,2,7,22,22,7,1,6,2003,,,1523320031101,11,we,,1523320031101014,1,,,8,1,,LAFAYETTE,20JAN200409:16,8,8,1,,,,8835440102,8835440901,1,8,8,1608,70506,1236.0909674,200367228711we,,0,1523320031101015,05/04/2021
,GRAY SNAPPER,200367228711we,152332003110151141,0,4,5,,1,2,51,89,Y,6,25,1,8,1523320031101016,141,8,7,2,9,0,0,,2,7,22,22,7,1,6,2003,,,1523320031101,11,we,,1523320031101016,1,,,8,1,,ST CHARLES,20JAN200409:16,8,2,1,,,,8835360102,0,1,8,2,1656,70070,1236.0909674,200367228711we,,0,1523320031101016,05/04/2021
,GRAY SNAPPER,200367228711we,152332003110151141,0,4,5,,3,0,51,89,Y,6,25,2,8,1523320031101017,141,8,7,2,0,1,1,,2,7,22,22,7,1,6,2003,,,1523320031101,11,we,,1523320031101016,1,,,8,1,,ST CHARLES,20JAN200409:16,8,8,1,,,,8835360102,0,1,8,8,1703,70070,1236.0909674,200367228711we,,0,1523320031101016,05/04/2021
,SPOTTED SEATROUT,200367228711wd,152342003111157524,0,4,5,,1,1,57,57,Y,4,24,8,2,1523420031111001,524,8,7,2,5,0,0,,1,7,22,22,7,1,6,2003,,,1523420031111,11,wd,,1523420031111001,1,5,0,8,1,,LAFOURCHE,20JAN200409:16,8,1,1,,,,8835440102,0,1,8,8,1020,70301,1638.8437176,200367228711wd,,0,1523420031111001,05/04/2021
RED DRUM,SPOTTED SEATROUT,200367228711wd,152342003111157524,0,4,5,,1,2,57,57,Y,1,50,1,1.5,1523420031111002,524,8,7,2,10,0,0,,2,7,22,22,7,1,6,2003,,,1523420031111,11,wd,,1523420031111002,1,9,0,8,1,,LAFOURCHE,20JAN200409:16,8,2,1,,,,8835440102,8835440901,1,8,2,1035,70345,1638.8437176,200367228711wd,,0,1523420031111002,05/04/2021
RED DRUM,SPOTTED SEATROUT,200367228711wd,152342003111157524,0,4,5,,3,0,57,57,Y,3,50,2,1.5,1523420031111003,524,8,7,2,0,1,1,,2,7,22,22,7,1,6,2003,,,1523420031111,11,wd,,1523420031111002,1,,,8,1,,LAFOURCHE,20JAN200409:16,8,8,1,,,,8835440102,8835440901,1,8,8,1040,70345,1638.8437176,200367228711wd,,0,1523420031111002,05/04/2021
RED DRUM,SPOTTED SEATROUT,200367228711wd,152342003111157524,0,4,5,,1,1,57,57,Y,3,15,8,4.5,1523420031111004,524,8,7,2,3,0,0,,1,7,22,22,7,1,6,2003,,,1523420031111,11,wd,,1523420031111004,1,18,0,8,1,,LAFOURCHE,20JAN200409:16,8,1,1,,,,8835440102,8835440901,1,8,8,1155,70354,1638.8437176,200367228711wd,,0,1523420031111004,05/04/2021
RED DRUM,SPOTTED SEATROUT,200367228711wd,152342003111157524,0,4,5,,1,1,57,5,Y,0,3,8,5.5,1523420031111005,524,8,7,2,4,0,0,,1,7,22,22,7,1,6,2003,,,1523420031111,11,wd,,1523420031111005,1,4,0,8,1,,ASCENSION,20JAN200409:16,8,1,1,,,,8835440102,8835440901,1,8,8,1230,70737,1638.8437176,200367228711wd,,0,1523420031111005,05/04/2021
RED DRUM,SPOTTED SEATROUT,200367228711wd,152342003111157524,0,4,5,,1,3,57,63,N,8,25,1,4,1523420031111006,524,8,7,2,17,0,0,,3,7,22,22,7,1,6,2003,,,1523420031111,11,wd,,1523420031111006,1,16,0,8,1,,,20JAN200409:16,8,2,1,,,,8835440102,8835440901,1,8,2,1320,70786,1583.199216,200367228711wd,,0,1523420031111006,05/04/2021
RED DRUM,SPOTTED SEATROUT,200367228711wd,152342003111157524,0,4,5,,3,0,57,5,O,0,0,2,4,1523420031111007,524,8,7,2,0,1,1,,3,5,22,10,7,1,6,2003,,,1523420031111,11,wd,,1523420031111006,1,,,8,1,,SUSSEX,20JAN200409:16,8,8,1,,,,8835440102,8835440901,1,8,8,1325,19947,2231.5279382,200367228711wd,,0,1523420031111006,05/04/2021
RED DRUM,SPOTTED SEATROUT,200367228711wd,152342003111157524,0,4,5,,3,0,57,5,O,0,0,2,4,1523420031111008,524,8,7,2,0,1,1,,3,5,22,10,7,1,6,2003,,,1523420031111,11,wd,,1523420031111006,1,,,8,1,,SUSSEX,20JAN200409:16,8,8,1,,,,8835440102,8835440901,1,8,8,1330,19947,2231.5279382,200367228711wd,,0,1523420031111006,05/04/2021
,,200367228711wd,152342003111157524,0,4,5,,1,2,57,57,Y,15,100,1,4,1523420031111009,524,8,7,2,5,0,0,,2,7,22,22,7,1,6,2003,,,1523420031111,11,wd,,1523420031111009,1,1,0,8,1,,LAFOURCHE,20JAN200409:16,8,2,1,,,,0,0,1,8,2,1350,70357,1638.8437176,200367228711wd,,0,1523420031111009,05/04/2021
,,200367228711wd,152342003111157524,0,4,5,,3,0,57,57,Y,1,15,2,4,1523420031111010,524,8,7,2,0,1,1,,2,7,22,22,7,1,6,2003,,,1523420031111,11,wd,,1523420031111009,1,,,8,1,,LAFOURCHE,20JAN200409:16,8,8,1,,,,0,0,1,8,8,1355,70354,1638.8437176,200367228711wd,,0,1523420031111009,05/04/2021
SPOTTED SEATROUT,RED DRUM,200367228711wd,152342003111157524,0,4,5,,1,1,57,51,Y,1,6,8,5,1523420031111011,524,8,7,2,2,0,0,,1,7,22,22,7,1,6,2003,,,1523420031111,11,wd,,1523420031111011,1,8,0,8,1,,JEFFERSON,20JAN200409:16,8,1,1,,,,8835440901,8835440102,1,8,8,1425,70123,1638.8437176,200367228711wd,,0,1523420031111011,05/04/2021
RED DRUM,SPOTTED SEATROUT,200367228711we,1523420031122109244,0,4,5,,2,1,109,109,Y,8,28,1,2,1523420031122001,244,8,7,3,0,0,0,,2,7,22,22,7,1,6,2003,,,1523420031122,11,we,,1523420031122001,1,,,8,1,,TERREBONNE,20JAN200409:16,8,8,1,,,,8835440102,8835440901,1,8,8,1000,70364,1898.9111214,200367228711we,,0,1523420031122001,05/04/2021
RED DRUM,SPOTTED SEATROUT,200367228711we,1523420031122109244,0,4,5,,2,1,109,109,Y,8,28,2,2,1523420031122002,244,8,7,2,0,0,1,,2,7,22,22,7,1,6,2003,,,1523420031122,11,we,,1523420031122001,1,,,8,2,,TERREBONNE,20JAN200409:16,8,8,1,,,,8835440102,8835440901,1,8,8,1005,70364,1898.9111214,200367228711we,,0,1523420031122002,05/04/2021
,SPOTTED SEATROUT,200367228711we,1523420031122109244,0,4,5,,1,2,109,57,Y,4,20,1,3.5,1523420031122003,244,8,7,2,12,0,0,,2,7,22,22,7,1,6,2003,,,1523420031122,11,we,,1523420031122003,1,1,0,8,1,,LAFOURCHE,20JAN200409:16,8,2,1,,,,8835440102,0,1,8,2,1045,70301,1898.9111214,200367228711we,,0,1523420031122003,05/04/2021
,SPOTTED SEATROUT,200367228711we,1523420031122109244,0,4,5,,3,0,109,57,Y,4,5,2,3.5,1523420031122004,244,8,7,1,0,1,1,,2,7,22,22,7,1,6,2003,,,1523420031122,11,we,,1523420031122003,1,,,8,2,,LAFOURCHE,20JAN200409:16,8,8,1,,,,8835440102,0,1,8,8,1050,70301,1898.9111214,200367228711we,,0,1523420031122003,05/04/2021
,SPOTTED SEATROUT,200367228711we,1523420031122109244,0,4,5,,1,2,109,109,Y,4,10,1,4,1523420031122005,244,8,7,1,2,0,0,,2,7,22,22,7,1,6,2003,,,1523420031122,11,we,,1523420031122005,1,2,0,8,1,,TERREBONNE,20JAN200409:16,8,2,1,,,,8835440102,0,1,8,2,1100,70395,1898.9111214,200367228711we,,0,1523420031122005,05/04/2021
,SPOTTED SEATROUT,200367228711we,1523420031122109244,0,4,5,,3,0,109,109,Y,4,10,2,4,1523420031122006,244,8,7,1,0,1,1,,2,7,22,22,7,1,6,2003,,,1523420031122,11,we,,1523420031122005,1,,,8,1,,TERREBONNE,20JAN200409:16,8,8,1,,,,8835440102,0,1,8,8,1105,70395,1898.9111214,200367228711we,,0,1523420031122005,05/04/2021
,RED DRUM,200367228711we,1523420031122109244,,4,5,,2,1,109,33,N,6,6,1,2,1523420031122007,244,8,7,0,0,0,0,,2,7,22,22,7,1,6,2003,,,1523420031122,11,we,,1523420031122007,,,,8,1,,,20JAN200409:16,8,8,1,,,,8835440901,0,1,8,8,1115,70817,1834.4364178,200367228711we,,0,1523420031122007,05/04/2021
,RED DRUM,200367228711we,1523420031122109244,0,4,5,,1,1,109,33,N,5,5,2,2,1523420031122008,244,8,7,0,2,0,1,,2,7,22,22,7,1,6,2003,,,1523420031122,11,we,,1523420031122007,1,2,0,8,2,,,20JAN200409:16,8,1,1,,,,8835440901,0,1,8,8,1120,70817,1834.4364178,200367228711we,,0,1523420031122008,05/04/2021
,,200367228711we,1523420031122109244,0,4,5,,1,2,109,109,Y,8,40,1,5,1523420031122009,244,8,7,2,12,0,0,,2,7,22,22,7,1,6,2003,,,1523420031122,11,we,,1523420031122009,1,2,0,8,1,,TERREBONNE,20JAN200409:16,8,2,1,,,,0,0,1,8,2,1130,70359,1898.9111214,200367228711we,,0,1523420031122009,05/04/2021
,,200367228711we,1523420031122109244,0,4,5,,3,0,109,109,Y,8,40,2,5,1523420031122010,244,8,7,1,0,1,1,,2,7,22,22,7,1,6,2003,,,1523420031122,11,we,,1523420031122009,1,,,8,1,,TERREBONNE,20JAN200409:16,8,8,1,,,,0,0,1,8,8,1135,70359,1898.9111214,200367228711we,,0,1523420031122009,05/04/2021
RED DRUM,SPOTTED SEATROUT,200367228711we,1523420031122109244,0,4,5,,1,2,109,7,Y,5,50,1,5,1523420031122011,244,8,7,2,15,0,0,,2,7,22,22,7,1,6,2003,,,1523420031122,11,we,,1523420031122011,1,15,0,8,1,,ASSUMPTION,20JAN200409:16,8,2,1,,,,8835440102,8835440901,1,8,2,1210,70341,1898.9111214,200367228711we,,0,1523420031122011,05/04/2021
RED DRUM,SPOTTED SEATROUT,200367228711we,1523420031122109244,0,4,5,,3,0,109,7,Y,3,5,2,5,1523420031122012,244,8,7,2,0,1,1,,2,7,22,22,7,1,6,2003,,,1523420031122,11,we,,1523420031122011,1,,,8,1,,ASSUMPTION,20JAN200409:16,8,8,1,,,,8835440102,8835440901,1,8,8,1215,70341,1898.9111214,200367228711we,,0,1523420031122011,05/04/2021
,SPOTTED SEATROUT,200367228711we,1523420031122109244,0,4,5,,1,2,109,5,Y,0,10,1,4.5,1523420031122013,244,8,7,2,3,0,0,,2,7,22,22,7,1,6,2003,,,1523420031122,11,we,,1523420031122013,1,3,0,8,1,,ASCENSION,20JAN200409:16,8,2,1,,,,8835440102,0,1,8,2,1225,70346,1898.9111214,200367228711we,,0,1523420031122013,05/04/2021
,SPOTTED SEATROUT,200367228711we,1523420031122109244,0,4,5,,3,0,109,5,Y,0,10,2,4.5,1523420031122014,244,8,7,1,0,1,1,,2,7,22,22,7,1,6,2003,,,1523420031122,11,we,,1523420031122013,1,,,8,1,,ASCENSION,20JAN200409:16,8,8,1,,,,8835440102,0,1,8,8,1230,70346,1898.9111214,200367228711we,,0,1523420031122013,05/04/2021
RED DRUM,SPOTTED SEATROUT,200367228711we,1523420031122109244,0,4,5,,1,2,109,5,Y,0,15,1,5.5,1523420031122015,244,8,7,2,16,0,0,,2,7,22,22,7,1,6,2003,,,1523420031122,11,we,,1523420031122015,1,17,0,8,1,,ASCENSION,20JAN200409:16,8,2,1,,,,8835440102,8835440901,1,8,2,1240,70737,1898.9111214,200367228711we,,0,1523420031122015,05/04/2021
RED DRUM,SPOTTED SEATROUT,200367228711we,1523420031122109244,0,4,5,,3,0,109,5,Y,4,15,2,5.5,1523420031122016,244,8,7,2,0,1,1,,2,7,22,22,7,1,6,2003,,,1523420031122,11,we,,1523420031122015,1,,,8,1,,ASCENSION,20JAN200409:16,8,8,1,,,,8835440102,8835440901,1,8,8,1245,70737,1898.9111214,200367228711we,,0,1523420031122015,05/04/2021
,SPOTTED SEATROUT,200367228711we,1523420031122109244,0,4,5,,1,3,109,57,Y,1,5,1,6,1523420031122017,244,8,7,2,16,0,0,,3,7,22,22,7,1,6,2003,,,1523420031122,11,we,,1523420031122017,1,38,0,8,1,,LAFOURCHE,20JAN200409:16,8,2,1,,,,8835440102,0,1,8,2,1250,99998,1898.9111214,200367228711we,,0,1523420031122017,05/04/2021
,SPOTTED SEATROUT,200367228711we,1523420031122109244,0,4,5,,3,0,109,57,Y,2,10,2,6,1523420031122018,244,8,7,2,0,1,1,,3,7,22,22,7,1,6,2003,,,1523420031122,11,we,,1523420031122017,1,,,8,1,,LAFOURCHE,20JAN200409:16,8,8,1,,,,8835440102,0,1,8,8,1255,99998,1898.9111214,200367228711we,,0,1523420031122017,05/04/2021
,SPOTTED SEATROUT,200367228711we,1523420031122109244,0,4,5,,3,0,109,57,Y,2,10,2,6,1523420031122019,244,8,7,1,0,1,1,,3,7,22,22,7,1,6,2003,,,1523420031122,11,we,,1523420031122017,1,,,8,1,,LAFOURCHE,20JAN200409:16,8,8,1,,,,8835440102,0,1,8,8,1300,99998,1898.9111214,200367228711we,,0,1523420031122017,05/04/2021
,RED DRUM,200367228711we,1523420031122109244,0,4,5,,1,2,109,109,Y,8,50,1,5,1523420031122020,244,8,7,3,5,0,0,,2,7,22,22,7,1,6,2003,,,1523420031122,11,we,,1523420031122020,1,,,8,1,,TERREBONNE,20JAN200409:16,8,2,1,,,,8835440901,0,1,8,2,1310,70363,1898.9111214,200367228711we,,0,1523420031122020,05/04/2021
,RED DRUM,200367228711we,1523420031122109244,0,4,5,,3,0,109,55,Y,8,50,2,5,1523420031122021,244,8,7,3,0,1,1,,2,7,22,22,7,1,6,2003,,,1523420031122,11,we,,1523420031122020,1,,,8,1,,LAFAYETTE,20JAN200409:16,8,8,1,,,,8835440901,0,1,8,8,1315,70555,1898.9111214,200367228711we,,0,1523420031122020,05/04/2021
SPOTTED SEATROUT,RED DRUM,200367228711we,1523420031122109244,0,4,5,,1,2,109,109,Y,2,4,1,6,1523420031122022,244,8,7,2,20,0,0,,2,7,22,22,7,1,6,2003,,,1523420031122,11,we,,1523420031122022,1,3,0,8,1,,TERREBONNE,20JAN200409:16,8,2,1,,,,8835440901,8835440102,1,8,2,1330,70343,1898.9111214,200367228711we,,0,1523420031122022,05/04/2021
SPOTTED SEATROUT,RED DRUM,200367228711we,1523420031122109244,0,4,5,,3,0,109,109,Y,0,2,2,6,1523420031122023,244,8,7,2,0,1,1,,2,7,22,22,7,1,6,2003,,,1523420031122,11,we,,1523420031122022,1,,,8,1,,TERREBONNE,20JAN200409:16,8,8,1,,,,8835440901,8835440102,1,8,8,1335,70343,1898.9111214,200367228711we,,0,1523420031122022,05/04/2021
,SPOTTED SEATROUT,200367228711we,1523420031122109244,0,4,5,,1,1,109,57,Y,8,50,8,2,1523420031122024,244,8,7,2,7,0,0,,1,7,22,22,7,1,6,2003,,,1523420031122,11,we,,1523420031122024,1,7,0,8,1,,LAFOURCHE,20JAN200409:16,8,1,1,,,,8835440102,0,1,8,8,1345,70301,1898.9111214,200367228711we,,0,1523420031122024,05/04/2021
,,200367228711we,1523420031122109244,0,4,5,,1,3,109,7,Y,3,20,1,3.5,1523420031122025,244,8,7,0,4,0,0,,3,7,22,22,7,1,6,2003,,,1523420031122,11,we,,1523420031122025,1,11,0,8,1,,ASSUMPTION,20JAN200409:16,8,2,1,,,,0,0,1,8,2,1410,70372,1898.9111214,200367228711we,,0,1523420031122025,05/04/2021
,,200367228711we,1523420031122109244,,4,5,,3,0,109,7,Y,0,4,2,3.5,1523420031122026,244,8,7,0,0,1,1,,3,7,22,22,7,1,6,2003,,,1523420031122,11,we,,1523420031122025,,,,8,2,,ASSUMPTION,20JAN200409:16,8,8,1,,,,0,0,1,8,8,1415,70372,1898.9111214,200367228711we,,0,1523420031122025,05/04/2021
,,200367228711we,1523420031122109244,,4,5,,3,0,109,7,Y,0,4,2,3.5,1523420031122027,244,8,7,0,0,1,1,,3,7,22,22,7,1,6,2003,,,1523420031122,11,we,,1523420031122025,,,,8,2,,ASSUMPTION,20JAN200409:16,8,8,1,,,,0,0,1,8,8,1420,70372,1898.9111214,200367228711we,,0,1523420031122025,05/04/2021
,,200367228711we,1523420031122109244,0,4,5,,1,3,109,57,Y,0,0,1,7,1523420031122028,244,8,7,2,3,0,0,,3,7,22,22,7,1,6,2003,,,1523420031122,11,we,,1523420031122028,1,,,8,1,,LAFOURCHE,20JAN200409:16,8,2,1,,,,0,0,1,8,2,1425,70301,1898.9111214,200367228711we,,0,1523420031122028,05/04/2021
,,200367228711we,1523420031122109244,0,4,5,,3,0,109,57,Y,2,12,2,7,1523420031122029,244,8,7,2,0,1,1,,3,7,22,22,7,1,6,2003,,,1523420031122,11,we,,1523420031122028,1,,,8,1,,LAFOURCHE,20JAN200409:16,8,8,1,,,,0,0,1,8,8,1430,70301,1898.9111214,200367228711we,,0,1523420031122028,05/04/2021
,,200367228711we,1523420031122109244,0,4,5,,3,0,109,57,Y,0,12,2,7,1523420031122030,244,8,7,2,0,1,1,,3,7,22,22,7,1,6,2003,,,1523420031122,11,we,,1523420031122028,1,,,8,1,,LAFOURCHE,20JAN200409:16,8,8,1,,,,0,0,1,8,8,1435,70301,1898.9111214,200367228711we,,0,1523420031122028,05/04/2021
,SPOTTED SEATROUT,200367228712wd,1523420031204109244,0,4,5,,1,2,109,57,Y,8,12,1,3.5,1523420031204001,244,8,7,1,15,0,0,,2,7,22,22,7,1,6,2003,,,1523420031204,12,wd,,1523420031204001,1,50,0,8,1,,LAFOURCHE,20JAN200409:16,8,2,1,,,,8835440102,0,1,8,2,940,70301,2517.6290772,200367228712wd,,0,1523420031204001,05/04/2021
RED DRUM,SPOTTED SEATROUT,200367228712wd,1523420031204109244,0,4,5,,1,2,109,57,Y,8,150,1,5,1523420031204002,244,8,7,1,18,0,0,,2,7,22,22,7,1,6,2003,,,1523420031204,12,wd,,1523420031204002,1,50,0,8,1,,LAFOURCHE,20JAN200409:16,8,2,1,,,,8835440102,8835440901,1,8,2,1210,70301,2517.6290772,200367228712wd,,0,1523420031204002,05/04/2021
RED DRUM,SPOTTED SEATROUT,200367228712wd,1523420031204109244,0,4,5,,3,0,109,57,Y,8,50,2,5,1523420031204003,244,8,7,1,0,1,1,,2,7,22,22,7,1,6,2003,,,1523420031204,12,wd,,1523420031204002,1,,,8,1,,LAFOURCHE,20JAN200409:16,8,8,1,,,,8835440102,8835440901,1,8,8,1215,70301,2517.6290772,200367228712wd,,0,1523420031204002,05/04/2021
,SPOTTED SEATROUT,200367228712wd,1523420031204109244,0,4,5,,1,2,109,89,Y,7,52,1,6.5,1523420031204004,244,8,7,2,15,0,0,,2,7,22,22,7,1,6,2003,,,1523420031204,12,wd,,1523420031204004,1,31,0,8,1,,ST CHARLES,20JAN200409:16,8,2,1,,,,8835440102,0,1,8,2,1315,70070,2517.6290772,200367228712wd,,0,1523420031204004,05/04/2021
,SPOTTED SEATROUT,200367228712wd,1523420031204109244,0,4,5,,3,0,109,89,Y,2,3,2,6.5,1523420031204005,244,8,7,1,0,1,1,,2,7,22,22,7,1,6,2003,,,1523420031204,12,wd,,1523420031204004,1,,,8,1,,ST CHARLES,20JAN200409:16,8,8,1,,,,8835440102,0,1,8,8,1320,70070,2517.6290772,200367228712wd,,0,1523420031204004,05/04/2021
